"specification_id","term","estimate_log_odds","std_error","z_value","p_value","ci95_lower_logit","ci95_upper_logit","odds_ratio","or_ci95_lower","or_ci95_upper","ci_crosses_1","direction","ci_method"
"RELEASE_MONTH","release_month2025-07",0,,,,0,0,1,1,1,TRUE,"reference","reference level"
"RELEASE_MONTH","release_month2025-08",0.103502549470786,0.103590563644985,0.999150364945397,0.317721856156132,-0.0995312244115886,0.306536323353161,1.10904862084852,0.905261683163814,1.35871081951387,TRUE,"+","Wald normal"
"RELEASE_MONTH","release_month2025-09",0.187816372910779,0.104341460801153,1.80001670926102,0.0718579998679228,-0.0166891323537782,0.392321878175336,1.20661192836932,0.983449359707833,1.48041414772556,TRUE,"+","Wald normal"
"RELEASE_MONTH","release_month2025-10",0.157570751346715,0.103935753928559,1.51603991303149,0.129509260302999,-0.0461395830592777,0.361281085752708,1.17066358107665,0.954908663815207,1.43516680913098,TRUE,"+","Wald normal"
"RELEASE_MONTH","release_month2025-11",0.128357244721144,0.0989943921778117,1.29661127158184,0.194764972217718,-0.0656681986188004,0.322382688061089,1.13695910279181,0.936441525341407,1.38041294244174,TRUE,"+","Wald normal"
"RELEASE_MONTH","release_month2025-12",0.0406426624646563,0.111682126428839,0.363913759204369,0.715922409769925,-0.178250283052716,0.259535607982029,1.04147987919108,0.836732977195592,1.29632794251195,TRUE,"+","Wald normal"
"RELEASE_MONTH","(Intercept)",1.54627192572214,0.102556778314799,15.0772279622107,2.28669989443795e-51,1.34526433385467,1.7472795175896,4.69393817241595,3.83920123734661,5.7389686563269,FALSE,"+","Wald normal"
"RELEASE_MONTH","genre_action",-0.132618921988734,0.065736054372454,-2.01744572677465,0.0436490194295052,-0.26145922104451,-0.00377862293295705,0.875798776180798,0.769927271614124,0.996228507079308,FALSE,"-","Wald normal"
"RELEASE_MONTH","genre_adventure",-0.0129350375348578,0.0626324215777995,-0.206523030868133,0.836382376458933,-0.135692328091874,0.109822253022159,0.987148260521854,0.873111222963704,1.11607967303821,TRUE,"-","Wald normal"
"RELEASE_MONTH","genre_casual",0.0957353479878173,0.0670200734308279,1.42845781997877,0.153160127016782,-0.0356215821778352,0.22709227815347,1.10046778443832,0.965005399639137,1.25494566666618,TRUE,"+","Wald normal"
"RELEASE_MONTH","genre_indie",0.139649423787336,0.0693689050824824,2.01314153108352,0.044099742164963,0.00368886817869307,0.275609979395979,1.14987061090348,1.00369568042683,1.31733397642726,FALSE,"+","Wald normal"
"RELEASE_MONTH","genre_rpg",-0.0923694285653096,0.0693097676066084,-1.33270434680411,0.182628846232677,-0.228214076851103,0.0434752197204837,0.911768254081518,0.795953846302269,1.0444341126221,TRUE,"-","Wald normal"
"RELEASE_MONTH","genre_simulation",-0.237422645210998,0.0651612234501974,-3.64361859154563,0.000268831701195263,-0.365136296361952,-0.109708994060044,0.788657895086636,0.694102040847633,0.896094866286408,FALSE,"-","Wald normal"
"RELEASE_MONTH","genre_strategy",-0.195892655964053,0.074582013070348,-2.62654020587083,0.00862578015134232,-0.342070715476431,-0.0497145964516754,0.822100477525142,0.710297973873519,0.951500947498708,FALSE,"-","Wald normal"
"RELEASE_MONTH","platform_segmentWindows + Linux",0.496019421456912,0.165901282869512,2.98984681057018,0.00279117389807157,0.170858882043677,0.821179960870147,1.64217145087107,1.18632332568551,2.27318051973539,FALSE,"+","Wald normal"
"RELEASE_MONTH","platform_segmentWindows + macOS",0.370918506373031,0.108650329269657,3.41387374402205,0.000640462478868381,0.157967774096086,0.583869238649977,1.44906497901389,1.17112845342654,1.79296242633407,FALSE,"+","Wald normal"
"RELEASE_MONTH","platform_segmentWindows + macOS + Linux",0.426170394980049,0.112976881322722,3.77219117743814,0.000161820190174753,0.204739776501857,0.64760101345824,1.53138169265607,1.22720567565482,1.91095098003913,FALSE,"+","Wald normal"
"RELEASE_MONTH","z_log1p_price",-0.0772672458812153,0.0323004638879179,-2.39214043950983,0.016750431567673,-0.140574991785471,-0.0139594999769597,0.925642446417409,0.868858505238957,0.98613748204486,FALSE,"-","Wald normal"
