"specification_id","term","estimate_log_odds","std_error","z_value","p_value","ci95_lower_logit","ci95_upper_logit","odds_ratio","or_ci95_lower","or_ci95_upper","ci_crosses_1","direction","ci_method","comparison_term","primary_specification_id","primary_estimate_log_odds","primary_std_error","primary_z_value","primary_p_value","primary_ci95_lower_logit","primary_ci95_upper_logit","primary_odds_ratio","primary_or_ci95_lower","primary_or_ci95_upper","primary_ci_crosses_1","primary_direction","primary_ci_method","or_difference","or_difference_pct","log_odds_difference","direction_change","ci_crosses_1_change"
"PRICE_RAW","(Intercept)",1.65747006666244,0.0801296402277217,20.6848559653089,4.74188055418698e-95,1.50041885772196,1.81452127560293,5.24602195569832,4.48356665360526,6.13813699803911,FALSE,"+","Wald normal","(Intercept)","PRIMARY",1.64854792601808,0.0794799043053611,20.7416949029578,1.45700329465069e-95,1.49277017608489,1.80432567595128,5.1994243940999,4.44940409548766,6.07587295956721,FALSE,"+","Wald normal",0.0465975615984231,0.896206157960489,0.00892214064436025,FALSE,FALSE
"PRICE_RAW","z_raw_price",-0.0672291913437671,0.0294024898296867,-2.28651354811075,0.0222242324475173,-0.124857012465758,-0.00960137022177601,0.934980887252302,0.882623097662618,0.990444575767561,FALSE,"-","Wald normal","z_log1p_price","PRIMARY",-0.0730417527083384,0.0321653680584518,-2.27081973927999,0.023157892501763,-0.136084715652379,-0.00999878976429776,0.929562017483736,0.872768692187678,0.990051031943549,FALSE,"-","Wald normal",0.00541886976856665,0.582948707740361,0.00581256136457126,FALSE,FALSE
"PRICE_RAW","z_days_since_release",-0.0170991692894918,0.0306269032083717,-0.558305525477282,0.576635772484249,-0.0771267965358946,0.042928457956911,0.983046191808463,0.925772461423056,1.04386321207227,TRUE,"-","Wald normal","z_days_since_release","PRIMARY",-0.0174602217714934,0.0305968743691416,-0.570653772043554,0.568234360743685,-0.0774289935745075,0.0425085500315208,0.982691324607685,0.92549273799471,1.04342497765199,TRUE,"-","Wald normal",0.00035486720077782,0.0361117669294142,0.000361052482001554,FALSE,FALSE
"PRICE_RAW","platform_segmentWindows + macOS",0.356395588359438,0.108379721407237,3.288397347141,0.00100759521488399,0.143975237746769,0.568815938972107,1.42817240490978,1.15485551134623,1.76617455439779,FALSE,"+","Wald normal","platform_segmentWindows + macOS","PRIMARY",0.366529652998134,0.1083358116059,3.38327324607567,0.000716273288264698,0.154195364014654,0.578863941981614,1.44271918086519,1.16671879938337,1.78401053958879,FALSE,"+","Wald normal",-0.0145467759554114,1.00828880272374,-0.0101340646386961,FALSE,FALSE
"PRICE_RAW","platform_segmentWindows + Linux",0.486541828015199,0.165862840940254,2.93339861573007,0.00335273133467766,0.161456633398805,0.811627022631593,1.62668113888874,1.17522149169152,2.25156836079282,FALSE,"+","Wald normal","platform_segmentWindows + Linux","PRIMARY",0.489501800199617,0.165771764774803,2.95286595316514,0.00314838645647288,0.164595111587357,0.814408488811877,1.63150320287972,1.17891569276231,2.25783973981205,FALSE,"+","Wald normal",-0.00482206399098795,0.295559578582294,-0.00295997218441835,FALSE,FALSE
"PRICE_RAW","platform_segmentWindows + macOS + Linux",0.40854797486203,0.112878215044511,3.61936955417774,0.000295321635600311,0.187310738735622,0.629785210988439,1.50463143551196,1.20600197836096,1.87720733245197,FALSE,"+","Wald normal","platform_segmentWindows + macOS + Linux","PRIMARY",0.418186053630357,0.112872129629295,3.70495404847772,0.000211429058503257,0.196960744698604,0.639411362562111,1.51920330139901,1.21769623873481,1.89536486815435,FALSE,"+","Wald normal",-0.0145718658870531,0.95917813459423,-0.00963807876832673,FALSE,FALSE
"PRICE_RAW","genre_action",-0.125350155807118,0.0655132971111279,-1.9133544079531,0.055702696844549,-0.2537538586534,0.00305354703916491,0.882187945264149,0.775882755370968,1.00305821386284,TRUE,"-","Wald normal","genre_action","PRIMARY",-0.124687684110165,0.0655244567545831,-1.90291824283524,0.0570512141588083,-0.2531132594557,0.00373789123536991,0.882772563434394,0.776379944474036,1.00374488586315,TRUE,"-","Wald normal",-0.00058461817024491,0.0662252311026124,-0.000662471696952494,FALSE,FALSE
"PRICE_RAW","genre_adventure",-0.0104174771166993,0.0625595713783985,-0.166520915779426,0.867747024546188,-0.133031983906623,0.112197029673225,0.989636596863659,0.875437091762796,1.11873326258062,TRUE,"-","Wald normal","genre_adventure","PRIMARY",-0.00769179156638015,0.062609430371677,-0.122853562486007,0.902223058739129,-0.130404020187435,0.115020437054675,0.99233771456224,0.877740734297098,1.12189636559501,TRUE,"-","Wald normal",-0.00270111769858039,0.272197424217824,-0.00272568555031913,FALSE,FALSE
"PRICE_RAW","genre_casual",0.108631772998548,0.0665272296354892,1.63289187891566,0.102491738458097,-0.0217592010782368,0.239022747075332,1.11475179304683,0.978475822608512,1.27000742520984,TRUE,"+","Wald normal","genre_casual","PRIMARY",0.101220050627175,0.0669988735444931,1.51077242455362,0.130846442688238,-0.0300953285247846,0.232535429779135,1.10652010541846,0.970353026816746,1.26179515069055,TRUE,"+","Wald normal",0.00823168762837345,0.743925717035254,0.00741172237137247,FALSE,FALSE
"PRICE_RAW","genre_indie",0.122430074204628,0.0710730191854424,1.72259565736452,0.0849616708661357,-0.0168704836713631,0.261730632080619,1.13024008437387,0.983271026041684,1.29917653881046,TRUE,"+","Wald normal","genre_indie","PRIMARY",0.135089176785313,0.0693213115085197,1.94873948350949,0.0513265440200587,-0.000778097132467459,0.270956450703093,1.14463885501351,0.999222205506607,1.31121796652065,TRUE,"+","Wald normal",-0.0143987706396493,1.2579313183877,-0.0126591025806849,FALSE,FALSE
